frame,track,x1,y1,x2,y2,cx,cy,height,score,ema,level
203,1,437,138,544,345,490.5,241.5,207.0,0.000,0.009,GREEN
204,1,437,138,544,347,490.5,242.5,209.0,0.000,0.005,GREEN
204,2,452,34,531,156,491.5,95.0,122.0,0.000,0.000,GREEN
205,1,437,140,544,349,490.5,244.5,209.0,0.000,0.003,GREEN
205,2,452,34,531,158,491.5,96.0,124.0,0.000,0.000,GREEN
206,1,436,142,545,350,490.5,246.0,208.0,0.000,0.002,GREEN
206,2,448,34,537,224,492.5,129.0,190.0,0.000,0.000,GREEN
207,1,436,142,545,351,490.5,246.5,209.0,0.000,0.001,GREEN
207,2,448,34,537,226,492.5,130.0,192.0,0.000,0.000,GREEN
208,1,437,141,545,351,491.0,246.0,210.0,0.000,0.001,GREEN
209,1,437,141,546,351,491.5,246.0,210.0,0.000,0.000,GREEN
210,1,437,142,546,351,491.5,246.5,209.0,0.000,0.000,GREEN
211,1,437,143,546,350,491.5,246.5,207.0,0.000,0.000,GREEN
212,1,437,143,546,350,491.5,246.5,207.0,0.000,0.000,GREEN
213,1,437,145,547,350,492.0,247.5,205.0,0.000,0.000,GREEN
214,1,436,145,547,350,491.5,247.5,205.0,0.000,0.000,GREEN
214,2,441,33,531,157,486.0,95.0,124.0,0.000,0.000,GREEN
215,1,436,146,548,350,492.0,248.0,204.0,0.000,0.000,GREEN
215,2,441,32,533,160,487.0,96.0,128.0,0.000,0.000,GREEN
216,1,436,146,548,350,492.0,248.0,204.0,0.000,0.000,GREEN
216,2,465,33,534,160,499.5,96.5,127.0,0.000,0.000,GREEN
217,1,436,146,548,350,492.0,248.0,204.0,0.000,0.000,GREEN
217,2,441,33,534,159,487.5,96.0,126.0,0.000,0.000,GREEN
218,1,436,147,549,350,492.5,248.5,203.0,0.000,0.000,GREEN
218,2,441,32,534,159,487.5,95.5,127.0,0.000,0.000,GREEN
219,1,436,147,550,349,493.0,248.0,202.0,0.000,0.000,GREEN
219,2,452,32,534,156,493.0,94.0,124.0,0.000,0.000,GREEN
220,1,435,146,550,349,492.5,247.5,203.0,0.000,0.000,GREEN
220,2,443,32,534,155,488.5,93.5,123.0,0.000,0.000,GREEN
221,1,436,146,550,350,493.0,248.0,204.0,0.000,0.000,GREEN
221,2,440,32,530,154,485.0,93.0,122.0,0.000,0.000,GREEN
222,1,436,146,550,350,493.0,248.0,204.0,0.000,0.000,GREEN
222,2,440,32,530,154,485.0,93.0,122.0,0.000,0.000,GREEN
223,1,435,147,551,350,493.0,248.5,203.0,0.000,0.000,GREEN
223,2,441,32,534,155,487.5,93.5,123.0,0.000,0.000,GREEN
224,1,434,148,551,350,492.5,249.0,202.0,0.000,0.000,GREEN
224,2,443,32,534,157,488.5,94.5,125.0,0.000,0.000,GREEN
225,2,441,32,534,157,487.5,94.5,125.0,0.000,0.000,GREEN
225,1,434,150,551,349,492.5,249.5,199.0,0.000,0.000,GREEN
226,1,434,151,552,349,493.0,250.0,198.0,0.000,0.000,GREEN
226,2,442,31,531,157,486.5,94.0,126.0,0.000,0.000,GREEN
227,2,442,31,531,157,486.5,94.0,126.0,0.000,0.000,GREEN
227,1,434,151,552,348,493.0,249.5,197.0,0.000,0.000,GREEN
228,1,434,152,553,348,493.5,250.0,196.0,0.000,0.000,GREEN
228,2,442,31,532,157,487.0,94.0,126.0,0.000,0.000,GREEN
229,2,443,31,532,157,487.5,94.0,126.0,0.000,0.000,GREEN
229,1,434,153,554,346,494.0,249.5,193.0,0.000,0.000,GREEN
230,1,434,155,555,346,494.5,250.5,191.0,0.000,0.000,GREEN
230,2,442,31,534,158,488.0,94.5,127.0,0.000,0.000,GREEN
231,1,434,154,555,346,494.5,250.0,192.0,0.000,0.000,GREEN
231,2,443,31,534,160,488.5,95.5,129.0,0.000,0.000,GREEN
232,2,444,31,533,160,488.5,95.5,129.0,0.000,0.000,GREEN
232,1,434,156,555,346,494.5,251.0,190.0,0.000,0.000,GREEN
233,1,434,157,556,345,495.0,251.0,188.0,0.000,0.000,GREEN
233,2,444,31,533,162,488.5,96.5,131.0,0.000,0.000,GREEN
234,1,434,158,557,346,495.5,252.0,188.0,0.000,0.000,GREEN
234,2,443,31,534,164,488.5,97.5,133.0,0.000,0.000,GREEN
235,1,433,158,557,346,495.0,252.0,188.0,0.000,0.000,GREEN
235,2,444,31,533,166,488.5,98.5,135.0,0.000,0.000,GREEN
236,1,433,160,558,347,495.5,253.5,187.0,0.000,0.000,GREEN
236,2,444,31,531,165,487.5,98.0,134.0,0.000,0.000,GREEN
237,1,433,160,558,347,495.5,253.5,187.0,0.000,0.000,GREEN
237,2,444,31,532,165,488.0,98.0,134.0,0.000,0.000,GREEN
238,1,433,160,557,349,495.0,254.5,189.0,0.000,0.000,GREEN
238,2,444,31,532,166,488.0,98.5,135.0,0.000,0.000,GREEN
239,1,434,161,558,349,496.0,255.0,188.0,0.000,0.000,GREEN
239,2,444,31,533,170,488.5,100.5,139.0,0.000,0.000,GREEN
240,1,434,162,558,350,496.0,256.0,188.0,0.000,0.000,GREEN
240,2,447,31,529,168,488.0,99.5,137.0,0.000,0.000,GREEN
241,1,434,162,558,350,496.0,256.0,188.0,0.000,0.000,GREEN
241,2,448,32,527,167,487.5,99.5,135.0,0.000,0.000,GREEN
242,1,434,163,558,349,496.0,256.0,186.0,0.000,0.000,GREEN
242,2,448,31,530,183,489.0,107.0,152.0,0.000,0.000,GREEN
243,1,434,163,557,349,495.5,256.0,186.0,0.000,0.000,GREEN
244,1,433,164,557,352,495.0,258.0,188.0,0.000,0.000,GREEN
245,1,434,165,556,350,495.0,257.5,185.0,0.000,0.000,GREEN
245,2,459,33,535,174,497.0,103.5,141.0,0.000,0.000,GREEN
246,1,434,165,556,350,495.0,257.5,185.0,0.000,0.000,GREEN
246,2,466,34,532,172,499.0,103.0,138.0,0.000,0.000,GREEN
247,1,434,165,556,350,495.0,257.5,185.0,0.000,0.000,GREEN
247,2,466,34,532,172,499.0,103.0,138.0,0.000,0.000,GREEN
248,1,434,166,555,351,494.5,258.5,185.0,0.000,0.000,GREEN
248,2,475,35,534,170,504.5,102.5,135.0,0.000,0.000,GREEN
249,1,433,167,553,352,493.0,259.5,185.0,0.000,0.000,GREEN
249,2,477,35,537,171,507.0,103.0,136.0,0.000,0.000,GREEN
250,1,433,166,553,352,493.0,259.0,186.0,0.000,0.000,GREEN
250,2,477,36,537,170,507.0,103.0,134.0,0.000,0.000,GREEN
251,1,434,168,552,355,493.0,261.5,187.0,0.000,0.000,GREEN
251,2,478,35,540,170,509.0,102.5,135.0,0.000,0.000,GREEN
252,2,478,35,540,170,509.0,102.5,135.0,0.000,0.000,GREEN
252,1,434,166,552,352,493.0,259.0,186.0,0.000,0.000,GREEN
253,1,434,166,551,352,492.5,259.0,186.0,0.000,0.000,GREEN
253,2,478,36,542,164,510.0,100.0,128.0,0.000,0.000,GREEN
254,1,434,166,550,352,492.0,259.0,186.0,0.000,0.000,GREEN
254,2,478,37,544,180,511.0,108.5,143.0,0.000,0.000,GREEN
255,1,435,166,549,351,492.0,258.5,185.0,0.000,0.000,GREEN
255,2,480,38,545,180,512.5,109.0,142.0,0.000,0.000,GREEN
256,1,435,166,547,352,491.0,259.0,186.0,0.000,0.000,GREEN
256,2,481,40,548,233,514.5,136.5,193.0,0.000,0.000,GREEN
257,1,435,166,547,352,491.0,259.0,186.0,0.000,0.000,GREEN
257,2,481,40,548,233,514.5,136.5,193.0,0.000,0.000,GREEN
258,1,435,167,546,353,490.5,260.0,186.0,0.000,0.000,GREEN
258,2,482,42,549,208,515.5,125.0,166.0,0.000,0.000,GREEN
259,1,434,166,545,351,489.5,258.5,185.0,0.000,0.000,GREEN
259,2,481,44,553,205,517.0,124.5,161.0,0.000,0.000,GREEN
260,1,435,167,543,352,489.0,259.5,185.0,0.000,0.000,GREEN
260,2,480,43,551,207,515.5,125.0,164.0,0.000,0.000,GREEN
261,2,480,44,554,208,517.0,126.0,164.0,0.000,0.000,GREEN
261,1,433,165,542,417,487.5,291.0,252.0,0.000,0.000,GREEN
262,2,480,44,554,208,517.0,126.0,164.0,0.000,0.000,GREEN
262,1,435,166,543,354,489.0,260.0,188.0,0.000,0.000,GREEN
263,1,435,165,542,352,488.5,258.5,187.0,0.000,0.000,GREEN
263,2,479,45,556,210,517.5,127.5,165.0,0.000,0.000,GREEN
264,1,435,164,540,355,487.5,259.5,191.0,0.000,0.000,GREEN
264,2,478,47,558,214,518.0,130.5,167.0,0.000,0.000,GREEN
265,2,479,47,559,216,519.0,131.5,169.0,0.000,0.000,GREEN
265,1,434,163,538,351,486.0,257.0,188.0,0.000,0.000,GREEN
266,1,436,163,538,351,487.0,257.0,188.0,0.000,0.000,GREEN
266,2,480,47,561,215,520.5,131.0,168.0,0.250,0.100,GREEN
267,2,480,47,561,215,520.5,131.0,168.0,0.250,0.160,GREEN
267,1,436,162,539,351,487.5,256.5,189.0,0.000,0.000,GREEN
268,1,434,161,538,350,486.0,255.5,189.0,0.000,0.000,GREEN
268,2,480,46,565,215,522.5,130.5,169.0,0.250,0.196,GREEN
269,1,434,162,538,351,486.0,256.5,189.0,0.000,0.000,GREEN
269,2,480,46,566,215,523.0,130.5,169.0,0.000,0.118,GREEN
270,2,481,47,567,214,524.0,130.5,167.0,0.000,0.071,GREEN
270,1,434,161,536,349,485.0,255.0,188.0,0.000,0.000,GREEN
271,1,435,159,537,349,486.0,254.0,190.0,0.000,0.000,GREEN
271,2,482,47,567,213,524.5,130.0,166.0,0.000,0.042,GREEN
272,2,482,47,567,213,524.5,130.0,166.0,0.000,0.025,GREEN
272,1,434,161,536,348,485.0,254.5,187.0,0.000,0.000,GREEN
273,1,435,161,536,349,485.5,255.0,188.0,0.000,0.000,GREEN
273,2,483,47,568,213,525.5,130.0,166.0,0.250,0.115,GREEN
274,1,436,161,534,348,485.0,254.5,187.0,0.000,0.000,GREEN
274,2,485,48,567,212,526.0,130.0,164.0,0.000,0.069,GREEN
275,2,486,49,567,211,526.5,130.0,162.0,0.000,0.041,GREEN
275,1,438,162,534,348,486.0,255.0,186.0,0.000,0.000,GREEN
276,1,438,162,534,348,486.0,255.0,186.0,0.000,0.000,GREEN
276,2,487,49,566,211,526.5,130.0,162.0,0.000,0.025,GREEN
277,2,487,49,565,211,526.0,130.0,162.0,0.000,0.015,GREEN
277,1,438,162,534,348,486.0,255.0,186.0,0.000,0.000,GREEN
278,1,438,162,533,349,485.5,255.5,187.0,0.000,0.000,GREEN
278,2,487,49,567,210,527.0,129.5,161.0,0.000,0.009,GREEN
279,1,439,163,533,348,486.0,255.5,185.0,0.000,0.000,GREEN
279,2,487,48,570,210,528.5,129.0,162.0,0.000,0.005,GREEN
280,2,489,48,570,210,529.5,129.0,162.0,0.000,0.003,GREEN
280,1,440,165,532,347,486.0,256.0,182.0,0.000,0.000,GREEN
281,2,489,48,570,210,529.5,129.0,162.0,0.000,0.002,GREEN
281,1,440,168,532,348,486.0,258.0,180.0,0.000,0.000,GREEN
282,2,489,48,570,210,529.5,129.0,162.0,0.000,0.001,GREEN
282,1,440,168,532,347,486.0,257.5,179.0,0.000,0.000,GREEN
283,2,489,49,570,210,529.5,129.5,161.0,0.000,0.001,GREEN
283,1,440,191,531,345,485.5,268.0,154.0,0.000,0.000,GREEN
284,2,490,48,570,210,530.0,129.0,162.0,0.000,0.000,GREEN
284,1,441,193,531,345,486.0,269.0,152.0,0.000,0.000,GREEN
285,2,491,48,570,210,530.5,129.0,162.0,0.000,0.000,GREEN
285,1,441,196,531,344,486.0,270.0,148.0,0.000,0.000,GREEN
286,2,492,48,570,210,531.0,129.0,162.0,0.000,0.000,GREEN
286,1,441,192,531,345,486.0,268.5,153.0,0.850,0.340,YELLOW
287,2,492,48,570,210,531.0,129.0,162.0,0.000,0.000,GREEN
287,1,441,187,531,345,486.0,266.0,158.0,1.000,0.604,YELLOW
288,1,440,189,532,345,486.0,267.0,156.0,1.000,0.762,YELLOW
288,2,492,49,568,211,530.0,130.0,162.0,0.000,0.000,GREEN
289,2,491,49,568,211,529.5,130.0,162.0,0.000,0.000,GREEN
289,1,440,170,532,346,486.0,258.0,176.0,1.000,0.857,YELLOW
290,1,440,169,533,347,486.5,258.0,178.0,1.000,0.914,YELLOW
290,2,492,49,568,211,530.0,130.0,162.0,0.000,0.000,GREEN
291,2,494,48,569,210,531.5,129.0,162.0,0.000,0.000,GREEN
291,1,439,177,533,345,486.0,261.0,168.0,1.000,0.949,RED
292,2,494,48,569,210,531.5,129.0,162.0,0.000,0.000,GREEN
292,1,439,180,533,345,486.0,262.5,165.0,1.000,0.969,RED
293,2,494,48,568,210,531.0,129.0,162.0,0.000,0.000,GREEN
293,1,439,163,534,347,486.5,255.0,184.0,1.000,0.982,RED
294,2,494,48,568,210,531.0,129.0,162.0,0.000,0.000,GREEN
294,1,438,161,533,347,485.5,254.0,186.0,1.000,0.989,RED
295,2,494,47,568,210,531.0,128.5,163.0,0.000,0.000,GREEN
295,1,440,166,534,346,487.0,256.0,180.0,0.850,0.933,RED
296,2,494,47,566,210,530.0,128.5,163.0,0.000,0.000,GREEN
296,1,440,172,533,346,486.5,259.0,174.0,0.850,0.900,RED
297,2,494,47,567,210,530.5,128.5,163.0,0.000,0.000,GREEN
297,1,440,173,533,347,486.5,260.0,174.0,0.850,0.880,RED
298,1,440,175,534,348,487.0,261.5,173.0,0.850,0.868,RED
298,2,494,48,566,211,530.0,129.5,163.0,0.000,0.000,GREEN
299,2,494,48,567,211,530.5,129.5,163.0,0.000,0.000,GREEN
299,1,440,172,534,348,487.0,260.0,176.0,0.850,0.861,RED
300,1,440,170,535,348,487.5,259.0,178.0,0.850,0.856,RED
300,2,494,47,566,211,530.0,129.0,164.0,0.000,0.000,GREEN
301,2,494,47,564,211,529.0,129.0,164.0,0.000,0.000,GREEN
301,1,441,173,536,349,488.5,261.0,176.0,0.850,0.854,RED
302,2,494,47,564,211,529.0,129.0,164.0,0.000,0.000,GREEN
302,1,440,174,536,349,488.0,261.5,175.0,0.850,0.852,RED
303,1,441,175,537,349,489.0,262.0,174.0,0.850,0.851,RED
303,2,494,47,563,212,528.5,129.5,165.0,0.000,0.000,GREEN
304,2,494,47,562,212,528.0,129.5,165.0,0.000,0.000,GREEN
304,1,441,179,538,349,489.5,264.0,170.0,0.850,0.851,RED
305,2,494,47,562,213,528.0,130.0,166.0,0.000,0.000,GREEN
305,1,440,174,539,348,489.5,261.0,174.0,0.850,0.851,RED
306,1,440,171,539,348,489.5,259.5,177.0,0.850,0.850,RED
306,2,493,47,563,213,528.0,130.0,166.0,0.000,0.000,GREEN
307,1,440,171,539,348,489.5,259.5,177.0,0.850,0.850,RED
307,2,493,47,563,213,528.0,130.0,166.0,0.000,0.000,GREEN
308,2,493,47,564,215,528.5,131.0,168.0,0.000,0.000,GREEN
308,1,440,176,539,348,489.5,262.0,172.0,0.850,0.850,RED
309,2,493,47,565,215,529.0,131.0,168.0,0.000,0.000,GREEN
309,1,440,184,539,348,489.5,266.0,164.0,0.850,0.850,RED
310,2,493,47,563,215,528.0,131.0,168.0,0.000,0.000,GREEN
310,1,442,179,539,349,490.5,264.0,170.0,0.850,0.850,RED
311,1,442,181,539,350,490.5,265.5,169.0,0.850,0.850,RED
311,2,494,47,563,215,528.5,131.0,168.0,0.000,0.000,GREEN
312,2,493,47,562,216,527.5,131.5,169.0,0.000,0.000,GREEN
312,1,442,184,539,349,490.5,266.5,165.0,0.850,0.850,RED
313,2,494,47,562,215,528.0,131.0,168.0,0.000,0.000,GREEN
313,1,442,177,539,350,490.5,263.5,173.0,0.850,0.850,RED
314,1,444,176,540,350,492.0,263.0,174.0,0.850,0.850,RED
314,2,494,46,560,216,527.0,131.0,170.0,0.000,0.000,GREEN
315,2,494,46,560,217,527.0,131.5,171.0,0.000,0.000,GREEN
315,1,444,176,541,349,492.5,262.5,173.0,0.850,0.850,RED
316,2,495,46,560,216,527.5,131.0,170.0,0.000,0.000,GREEN
316,1,442,179,540,349,491.0,264.0,170.0,0.850,0.850,RED
317,2,495,46,560,216,527.5,131.0,170.0,0.000,0.000,GREEN
317,1,442,179,540,349,491.0,264.0,170.0,0.850,0.850,RED
318,1,444,178,541,350,492.5,264.0,172.0,0.850,0.850,RED
318,2,498,46,560,217,529.0,131.5,171.0,0.000,0.000,GREEN
319,1,446,178,542,348,494.0,263.0,170.0,0.850,0.850,RED
319,2,499,46,558,216,528.5,131.0,170.0,0.000,0.000,GREEN
320,2,500,46,558,216,529.0,131.0,170.0,0.000,0.000,GREEN
320,1,442,179,541,347,491.5,263.0,168.0,0.850,0.850,RED
321,1,441,177,542,347,491.5,262.0,170.0,0.850,0.850,RED
321,2,501,44,557,216,529.0,130.0,172.0,0.000,0.000,GREEN
322,1,441,178,542,347,491.5,262.5,169.0,0.850,0.850,RED
322,2,501,44,556,216,528.5,130.0,172.0,0.000,0.000,GREEN
323,1,441,177,542,347,491.5,262.0,170.0,0.850,0.850,RED
323,2,502,44,557,215,529.5,129.5,171.0,0.000,0.000,GREEN
324,1,441,179,542,346,491.5,262.5,167.0,0.850,0.850,RED
324,2,502,42,558,215,530.0,128.5,173.0,0.000,0.000,GREEN
325,1,445,180,542,346,493.5,263.0,166.0,0.850,0.850,RED
325,2,502,42,561,216,531.5,129.0,174.0,0.000,0.000,GREEN
326,2,502,41,561,214,531.5,127.5,173.0,0.000,0.000,GREEN
326,1,446,178,542,346,494.0,262.0,168.0,0.850,0.850,RED
327,2,502,41,561,215,531.5,128.0,174.0,0.000,0.000,GREEN
327,1,446,179,542,346,494.0,262.5,167.0,0.850,0.850,RED
328,2,502,42,561,213,531.5,127.5,171.0,0.000,0.000,GREEN
328,1,447,181,541,347,494.0,264.0,166.0,0.850,0.850,RED
329,2,502,42,562,211,532.0,126.5,169.0,0.000,0.000,GREEN
329,1,446,181,541,341,493.5,261.0,160.0,0.850,0.850,RED
330,2,502,42,563,211,532.5,126.5,169.0,0.000,0.000,GREEN
330,1,447,175,541,345,494.0,260.0,170.0,0.850,0.850,RED
331,1,447,174,541,346,494.0,260.0,172.0,0.850,0.850,RED
331,2,502,42,563,210,532.5,126.0,168.0,0.000,0.000,GREEN
332,2,502,42,563,210,532.5,126.0,168.0,0.000,0.000,GREEN
332,1,447,174,541,344,494.0,259.0,170.0,1.000,0.910,RED
333,2,501,42,564,212,532.5,127.0,170.0,0.000,0.000,GREEN
333,1,448,173,541,345,494.5,259.0,172.0,1.000,0.946,RED
334,1,449,172,540,348,494.5,260.0,176.0,1.000,0.968,RED
334,2,498,42,564,214,531.0,128.0,172.0,0.000,0.000,GREEN
335,2,497,42,563,212,530.0,127.0,170.0,0.000,0.000,GREEN
335,1,449,170,542,345,495.5,257.5,175.0,0.850,0.921,RED
336,1,448,169,542,345,495.0,257.0,176.0,0.850,0.892,RED
336,2,497,42,564,219,530.5,130.5,177.0,0.000,0.000,GREEN
337,1,448,169,542,345,495.0,257.0,176.0,0.850,0.875,RED
337,2,497,41,564,219,530.5,130.0,178.0,0.000,0.000,GREEN
338,2,496,42,563,220,529.5,131.0,178.0,0.000,0.000,GREEN
338,1,447,168,543,347,495.0,257.5,179.0,0.850,0.865,RED
339,1,448,168,543,347,495.5,257.5,179.0,0.850,0.859,RED
339,2,489,42,563,222,526.0,132.0,180.0,0.000,0.000,GREEN
340,1,448,166,542,346,495.0,256.0,180.0,0.850,0.855,RED
340,2,498,45,561,229,529.5,137.0,184.0,0.000,0.000,GREEN
341,1,448,166,543,347,495.5,256.5,181.0,0.850,0.853,RED
341,2,492,41,561,219,526.5,130.0,178.0,0.000,0.000,GREEN
342,1,448,166,543,346,495.5,256.0,180.0,0.850,0.852,RED
342,2,492,41,561,220,526.5,130.5,179.0,0.000,0.000,GREEN
343,1,447,165,542,345,494.5,255.0,180.0,0.850,0.851,RED
343,2,477,42,560,228,518.5,135.0,186.0,0.000,0.000,GREEN
344,1,447,164,542,347,494.5,255.5,183.0,0.850,0.851,RED
344,2,478,43,558,227,518.0,135.0,184.0,0.000,0.000,GREEN
345,1,447,163,542,348,494.5,255.5,185.0,0.850,0.850,RED
345,2,473,44,556,180,514.5,112.0,136.0,0.000,0.000,GREEN
346,1,447,163,543,346,495.0,254.5,183.0,0.850,0.850,RED
346,2,472,43,555,179,513.5,111.0,136.0,0.000,0.000,GREEN
347,2,472,43,555,178,513.5,110.5,135.0,0.000,0.000,GREEN
347,1,447,163,543,346,495.0,254.5,183.0,0.850,0.850,RED
348,1,447,163,542,348,494.5,255.5,185.0,0.850,0.850,RED
348,2,470,43,554,210,512.0,126.5,167.0,0.000,0.000,GREEN
349,1,447,164,542,345,494.5,254.5,181.0,0.850,0.850,RED
349,2,469,42,553,212,511.0,127.0,170.0,0.000,0.000,GREEN
350,1,447,164,542,344,494.5,254.0,180.0,0.850,0.850,RED
350,2,469,42,550,195,509.5,118.5,153.0,0.000,0.000,GREEN
351,1,447,164,542,343,494.5,253.5,179.0,0.850,0.850,RED
351,2,468,41,548,197,508.0,119.0,156.0,0.000,0.000,GREEN
352,2,468,42,548,196,508.0,119.0,154.0,0.000,0.000,GREEN
352,1,447,164,542,343,494.5,253.5,179.0,0.850,0.850,RED
353,1,447,162,543,338,495.0,250.0,176.0,0.850,0.850,RED
353,2,467,42,545,189,506.0,115.5,147.0,0.000,0.000,GREEN
354,1,447,163,543,341,495.0,252.0,178.0,0.850,0.850,RED
354,2,466,41,544,178,505.0,109.5,137.0,0.000,0.000,GREEN
355,1,447,165,543,340,495.0,252.5,175.0,0.850,0.850,RED
355,2,466,41,544,175,505.0,108.0,134.0,0.000,0.000,GREEN
356,1,447,166,544,340,495.5,253.0,174.0,0.850,0.850,RED
356,2,466,41,542,190,504.0,115.5,149.0,0.000,0.000,GREEN
357,1,447,167,544,340,495.5,253.5,173.0,0.850,0.850,RED
357,2,466,41,542,192,504.0,116.5,151.0,0.000,0.000,GREEN
358,1,447,169,544,341,495.5,255.0,172.0,0.850,0.850,RED
358,2,465,41,540,193,502.5,117.0,152.0,0.000,0.000,GREEN
359,2,464,41,540,198,502.0,119.5,157.0,0.000,0.000,GREEN
359,1,447,175,543,339,495.0,257.0,164.0,0.850,0.850,RED
360,2,464,41,540,196,502.0,118.5,155.0,0.000,0.000,GREEN
360,1,447,168,543,339,495.0,253.5,171.0,0.850,0.850,RED
361,1,447,173,544,337,495.5,255.0,164.0,1.000,0.910,RED
361,2,464,41,540,187,502.0,114.0,146.0,0.000,0.000,GREEN
362,2,464,41,540,187,502.0,114.0,146.0,0.000,0.000,GREEN
362,1,447,175,544,337,495.5,256.0,162.0,1.000,0.946,RED
363,2,464,42,541,179,502.5,110.5,137.0,0.000,0.000,GREEN
363,1,446,196,541,339,493.5,267.5,143.0,1.000,0.968,RED
364,1,446,197,538,339,492.0,268.0,142.0,1.000,0.981,RED
364,2,464,43,541,194,502.5,118.5,151.0,0.000,0.000,GREEN
365,1,446,199,538,338,492.0,268.5,139.0,1.000,0.988,RED
365,2,461,43,543,193,502.0,118.0,150.0,0.000,0.000,GREEN
366,2,460,43,543,195,501.5,119.0,152.0,0.000,0.000,GREEN
366,1,447,195,537,336,492.0,265.5,141.0,1.000,0.993,RED
367,1,447,194,537,336,492.0,265.0,142.0,1.000,0.996,RED
367,2,460,43,542,197,501.0,120.0,154.0,0.000,0.000,GREEN
368,2,460,43,544,198,502.0,120.5,155.0,0.000,0.000,GREEN
368,1,448,200,537,336,492.5,268.0,136.0,0.850,0.937,RED
369,1,448,200,536,336,492.0,268.0,136.0,0.000,0.562,RED
369,2,462,43,545,202,503.5,122.5,159.0,0.000,0.000,GREEN
370,1,448,199,537,338,492.5,268.5,139.0,0.000,0.337,YELLOW
370,2,464,44,547,202,505.5,123.0,158.0,0.000,0.000,GREEN
371,1,448,200,537,340,492.5,270.0,140.0,0.000,0.202,GREEN
371,2,466,44,551,202,508.5,123.0,158.0,0.000,0.000,GREEN
372,2,466,44,551,202,508.5,123.0,158.0,0.000,0.000,GREEN
372,1,448,200,537,339,492.5,269.5,139.0,0.000,0.121,GREEN
373,1,446,200,536,339,491.0,269.5,139.0,0.000,0.073,GREEN
373,2,468,44,553,204,510.5,124.0,160.0,0.000,0.000,GREEN
374,2,471,45,553,205,512.0,125.0,160.0,0.000,0.000,GREEN
374,1,444,193,537,339,490.5,266.0,146.0,0.000,0.044,GREEN
375,2,473,45,555,205,514.0,125.0,160.0,0.000,0.000,GREEN
375,1,443,185,537,341,490.0,263.0,156.0,0.000,0.026,GREEN
376,2,477,44,555,204,516.0,124.0,160.0,0.000,0.000,GREEN
376,1,441,179,537,342,489.0,260.5,163.0,0.000,0.016,GREEN
377,2,476,44,555,204,515.5,124.0,160.0,0.000,0.000,GREEN
377,1,440,174,537,342,488.5,258.0,168.0,0.000,0.009,GREEN
378,2,477,44,556,204,516.5,124.0,160.0,0.000,0.000,GREEN
378,1,437,171,537,343,487.0,257.0,172.0,0.000,0.006,GREEN
379,1,439,171,537,343,488.0,257.0,172.0,0.000,0.003,GREEN
379,2,479,44,555,204,517.0,124.0,160.0,0.000,0.000,GREEN
380,2,481,44,555,204,518.0,124.0,160.0,0.000,0.000,GREEN
380,1,447,191,538,342,492.5,266.5,151.0,0.000,0.002,GREEN
381,2,481,43,555,205,518.0,124.0,162.0,0.000,0.000,GREEN
381,1,446,197,538,342,492.0,269.5,145.0,0.000,0.001,GREEN
382,2,481,43,555,204,518.0,123.5,161.0,0.000,0.000,GREEN
382,1,447,198,538,342,492.5,270.0,144.0,0.000,0.001,GREEN
383,2,483,44,555,205,519.0,124.5,161.0,0.000,0.000,GREEN
383,1,446,190,539,342,492.5,266.0,152.0,0.000,0.000,GREEN
384,2,483,44,555,205,519.0,124.5,161.0,0.000,0.000,GREEN
384,1,443,169,538,342,490.5,255.5,173.0,0.000,0.000,GREEN
385,2,485,44,555,204,520.0,124.0,160.0,0.000,0.000,GREEN
385,1,436,160,539,343,487.5,251.5,183.0,0.000,0.000,GREEN
386,1,438,160,540,344,489.0,252.0,184.0,0.000,0.000,GREEN
386,2,483,44,555,205,519.0,124.5,161.0,0.000,0.000,GREEN
387,2,484,44,555,205,519.5,124.5,161.0,0.000,0.000,GREEN
387,1,439,161,540,344,489.5,252.5,183.0,0.000,0.000,GREEN
388,2,483,44,555,204,519.0,124.0,160.0,0.000,0.000,GREEN
388,1,438,202,540,343,489.0,272.5,141.0,0.000,0.000,GREEN
389,2,483,44,554,202,518.5,123.0,158.0,0.000,0.000,GREEN
390,2,480,44,553,202,516.5,123.0,158.0,0.000,0.000,GREEN
390,1,435,170,540,343,487.5,256.5,173.0,0.000,0.000,GREEN
391,2,480,44,553,201,516.5,122.5,157.0,0.000,0.000,GREEN
391,1,438,164,539,344,488.5,254.0,180.0,0.000,0.000,GREEN
392,2,480,44,553,201,516.5,122.5,157.0,0.000,0.000,GREEN
392,1,438,166,539,344,488.5,255.0,178.0,0.000,0.000,GREEN
393,2,481,44,551,203,516.0,123.5,159.0,0.000,0.000,GREEN
393,1,446,179,539,343,492.5,261.0,164.0,0.000,0.000,GREEN
394,2,479,44,549,203,514.0,123.5,159.0,0.000,0.000,GREEN
394,1,437,154,538,344,487.5,249.0,190.0,0.000,0.000,GREEN
395,1,435,144,540,343,487.5,243.5,199.0,0.000,0.000,GREEN
395,2,472,44,548,203,510.0,123.5,159.0,0.000,0.000,GREEN
396,1,435,144,539,343,487.0,243.5,199.0,0.000,0.000,GREEN
396,2,471,44,546,206,508.5,125.0,162.0,0.000,0.000,GREEN
397,1,435,144,539,343,487.0,243.5,199.0,0.000,0.000,GREEN
397,2,471,44,546,206,508.5,125.0,162.0,0.000,0.000,GREEN
398,1,435,144,539,342,487.0,243.0,198.0,0.000,0.000,GREEN
